,titles,url,scraped,article_text,subheadings,tag,img_urls,comments_present
25,"Hoogste temperatuur ooit in Nederland: 39,3 graden gemeten in Eindhoven",https://www.nu.nl/binnenland/5969673/hoogste-temperatuur-ooit-in-nederland-393-graden-gemeten-in-eindhoven.html,True,"In Eindhoven is de temperatuur woensdag gestegen tot 39,3 graden, meldt Weerplaza. Sinds de start van de metingen was het nooit eerder zo warm in Nederland. Het oude record uit 1944 is daarmee officieel uit de boeken. In Warnsveld werd het destijds 38,6 graden.
Volg de laatste ontwikkelingen van de hitte in Nederland in ons liveblog.
Het 75 jaar oude record sneuvelde al eerder op de woensdag door hoge temperaturen in de gemeente Gilze en Rijen, waar het liefst 39,2 graden werd. Later volgden ook de Limburgse plaatsen Ell en Arcen met dezelfde temperaturen.
In heel Nederland is het woensdag tropisch warm. De temperaturen komen overal ruim boven de 30 graden uit. Vanwege de hitte heeft het KNMI code oranje afgegeven. Ook het Nationaal Hitteplan is van kracht.
""Het nieuwe temperatuurrecord komt door de combinatie van uitzonderlijk warme lucht uit Noord-Afrika, volop zonneschijn en uitgedroogde zandgrond in Noord-Brabant en Limburg"", aldus Ben Lankamp, meteoroloog bij Weerplaza.
Het was woensdag al uitzonderlijk vroeg heet. In Maastricht was de temperatuur om 9.45 uur al opgelopen tot 30 graden. Ook dinsdag was het erg warm. Nederland beleefde zelfs de warmste 23 juli die ooit is gemeten. In De Bilt steeg het kwik tot 31,7 graden.
De kans is groot dat het algemene warmterecord donderdag alweer sneuvelt. Volgens Weerplaza is de atmosfeer dan nog een ""fractie warmer dan op woensdag"". Mogelijk kan het kwik dan stijgen tot 40 graden. De kans daarop is het grootst in Zeeuws-Vlaanderen en in Noord-Brabant.
Na een broeierige nacht is het vrijdag nog niet gedaan met de hitte. In een groot deel van het land loopt de temperatuur dan op naar 35 tot 38 graden. Zaterdag neemt de temperatuur met enkele graden af, maar blijft het tropisch warm. Pas vanaf zondag komt er verkoeling.",['Grote kans dat warmterecord donderdag alweer sneuvelt'],,['https://media.nu.nl/m/90bxyiraxivt_wd854/hitte-in-nederland.jpg'],True
26,Op deze plekken in en rondom Utrecht kan je zwemmen,https://www.nu.nl/utrecht/5969089/op-deze-plekken-in-en-rondom-utrecht-kan-je-zwemmen.html,True,"Tijdens de warme dagen zoeken veel mensen verkoeling in het water in Utrecht. Voor de komende dagen heeft het KNMI code oranje voor de regio afgekondigd en is ook het Nationaal Hitteplan geactiveerd. Op deze plekken in Utrecht kan je verkoeling zoeken in het water.
Verschillende Utrechters zoeken op de warme dagen verkoeling in het water bij de Muntkade, ook al is dit geen officieel zwemwater. Dat geldt ook voor het Merwedekanaal waar regelmatig tientallen mensen aan het zwemmen zijn, vooral nabij de Veilinghavenkade.
Een andere favoriet van veel Utrechters is de Kromme Rijn bij de landgoederen Amelisweerd en Rhijnauwen.
Er zijn een paar officiële zwemwaterlocaties in en om Utrecht heen. Op zwemwater.nl, een website van de overheid, staan de goedgekeurde buitenzwemplekken aangegeven. Bij onderstaande locaties wordt het water regelmatig getest.
De Haarrijnseplas ligt tussen Vleuten en het gebied Haarrijn, ten oosten van de Maarssenseweg, vlakbij de noordpunt van het Máxima Park. In het afgeschermde gedeelte aan de noordelijke oever van de oostplas kan veilig gezwommen worden.
Er is een zandstrand met duinen en een lig- en speelweide met sport- en speelvoorzieningen.
De Speelvijver Voorveldsepolder ligt aan de oostelijke rand van Utrecht net ten westen van de snelweg A27. De kleine vijver ligt in een parkachtig gebied waarin een aantal sportfaciliteiten zoals een manege en een tennispark aanwezig is.
De gemeente Utrecht is de beheerder van de locatie. Het zwemgedeelte ligt aan de zuidkant van de vijver. Er is een zandstrandje van circa 30 meter lang.
Met een modern wedstrijdbad kan er flink gesport worden, maar op een mooie zomerdag kan je ook buiten in het gras liggen. Daarnaast is er ruimte om te volleyballen of voetballen en zijn er buitenrecreatiebaden.
Er is ook een peuterterrein aanwezig met een peuterbad.
Strijkviertel is een plas gelegen langs het industriegebied Strijkviertel in Vleuten-De Meern, nabij de A12. De plas, met strand en ligweiden, is geschikt voor zwemmen, surfen en vissen.
Hoewel net buiten de gemeente wordt deze locatie veel bezocht door Utrechters. Er zijn verschillende ligweiden waar gratis gelegen en gezwommen kan worden. Ook is er een betaald strandbad waar meerdere voorzieningen te vinden zijn.
Ook Down Under ligt net over de gemeentegrens. Er is een kindvriendelijk strandbad. Op warme dagen, zoals vandaag, wordt er entree gevraagd en is er toezicht aanwezig.","['Haarrijnseplas', 'Voorveldse Polder', 'Zwembad De Krommerijn', 'Strijkviertel', 'Maarsseveense plassen', 'Down Under']",,['https://media.nu.nl/m/sfrx65tao1f0_wd854/op-deze-plekken-in-en-rondom-utrecht-kan-je-zwemmen.jpg'],True
27,Tropische dag: In bijna heel het land meer dan 30 graden,https://www.nu.nl/binnenland/5969493/tropische-dag-in-bijna-heel-het-land-meer-dan-30-graden.html,True,"Nederland heeft woensdag opnieuw te maken met een tropische dag. In bijna heel het land komt het kwik boven de 30 graden uit. De kans is dan ook groot dat er net als op dinsdag warmterecords zullen sneuvelen.
Het was woensdag al vroeg warm. In Maastricht was de temperatuur om 9.45 uur al opgelopen tot 30 graden. In Eindhoven en Gilze en Rijen lag de temperatuur rond het middaguur rond de 35 graden.
Na een warme nacht zal de temperatuur woensdagochtend snel stijgen. Rond een uur of 11.00 was het bijna overal al tropisch warm met temperaturen tussen de 28 en 32 graden. In Limburg kan de temperatuur zelfs oplopen tot 39 graden.
Met de te verwachte waarden is er opnieuw kans op een warmterecord. De warmste 24 juli ooit werd in 1994 gemeten. Het werd toen 34,1 graden in De Bilt. In Gilze en Rijen, vlakbij Tilburg, kwam de thermometer op deze datum al eens op 35,5 graden uit.
Het KNMI heeft voor heel Nederland, met uitzondering van de Waddeneilanden, code oranje afgegeven. De waarschuwing vanwege de extreme aanhoudende hitte geldt tot en met vrijdag. Ook is het Nationaal Hitteplan van het RIVM sinds dinsdag van kracht.
Het RIVM waarschuwt mensen met een kwetsbare gezondheid die klachten kunnen ondervinden van de warmte. Ook roept het instituut op goed te letten op mensen die kwetsbaarder zijn, zoals baby's, ouderen en chronisch zieken.
De monteurs van de Wegenwacht van de ANWB hebben het opvallend druk, meldt een woordvoerder. ""Op een normale werkdag hebben wij tussen de 3.300 en 3.500 pechgevallen te verwerken"", legt hij uit. ""Dat aantal halen wij vandaag ook. Dat is voor een vakantiedag erg veel.""
De werknemers van de Wegenwacht doen over het algemeen langer over het werk dan normaal. ""Alle onderdelen van de auto zijn gloeiend heet, dus moeten ze meer tijd en meer voorzorgsmaatregelen nemen"", legt de zegsman uit. ""Soms moeten ze ook een auto eerst de schaduw in slepen voordat zij aan de slag kunnen.""
Ook Schiphol heeft maatregelen genomen vanwege de hitte. Het asfalt van de taxibanen kan 45 tot 50 graden worden, meldt de luchthaven. Op sommige plekken besproeit Schiphol het asfalt om te voorkomen dat de zware vliegtuigen het asfalt vervormen.
Een trekker sproeit water op het gloeiende asfalt van een taxibaan op Schiphol. (Foto: Schiphol)
Uit onderzoek van het Rode Kruis is gebleken dat 80 procent van de ouderen in Nederland niet bewust is van de invloed die de hitte kan hebben op de werking van bepaalde medicijnen.
Volgens de organisatie kunnen sommige medicijnen in combinatie met de warmte de temperatuur van het lichaam beïnvloeden. Dit zijn bijvoorbeeld medicijnen die worden gebruikt bij een luchtwegaandoening, diabetes, hart- en vaatziekten of psychische ziekten.
Volgens het onderzoek neemt slechts 5 procent van de ondervraagde ouderen bij hitte maatregelen, zoals het raadplegen van de bijsluiter of langsgaan bij een huisarts of apotheek.","['Code oranje geldt tot en met vrijdag', 'ANWB heeft het opvallend druk', 'Veel ouderen niet bewust van invloed hitte op werking medicatie']",,"['https://media.nu.nl/m/azsxj11aypef_wd854/hitte-in-nederland.jpg', 'https://media.nu.nl/m/t4gxk7xa5lle_std1024/hitte-in-nederland.jpg']",True
28,Rode Kruis: Gemeenten moeten kwetsbare mensen voorbereiden op hitte,https://www.nu.nl/binnenland/5966342/rode-kruis-gemeenten-moeten-kwetsbare-mensen-voorbereiden-op-hitte.html,True,"Gemeenten moeten zich beter voorbereiden op een hittegolf. Daarvoor pleit het Rode Kruis, dat woensdag een Hittegolfgids voor steden uitbrengt.
Zo moeten er volgens de hulporganisatie afspraken met andere lokale partijen worden gemaakt over wie wat doet bij perioden van hitte en moeten stedenbouwkundigen in hun plannen meer rekening houden met snikhete dagen.
Volgens het Rode Kruis is na de hittegolf van juli 2006, toen duizend meer mensen dan in een gemiddelde julimaand overleden, landelijk het nodige gebeurd.
Zo is er een Nationaal Hitteplan gekomen, ""waardoor risicogroepen beter in de gaten worden gehouden"", zegt Maarten van Aalst, directeur van het Klimaatcentrum van het Rode Kruis. ""Maar op lokaal niveau, in de wijken, kunnen we meer doen om kwetsbaren te helpen als het heet is.""
Het gaat dan vooral om ouderen en chronisch zieken. Volgens Van Aalst is het van belang om voor 'koelplekken' bij warmere gedeelten in de stad met weinig groen en veel bebouwing te zorgen.
Daarnaast adviseert hij om kwetsbare inwoners op tijd voor de hitte te waarschuwen en met telefonische checks dagelijks een vinger aan de pols te houden. Ook is het volgens Van Aalst belangrijk om in het onderwijs voorlichting te geven over de gevaren van hitte.
Tevens kunnen stedenbouwkundigen bij de ontwikkeling van de stad meer rekening houden met hitte, door bijvoorbeeld meer bomen of perken te plaatsen. ""Er zijn al gemeenten die hier werk van maken, maar nog niet iedere gemeente doet dit.""
Van een hittegolf is officieel sprake als in De Bilt, waar het KNMI zit, minimaal vijf zomerse dagen op rij worden gemeten, waarvan er minimaal drie als tropisch kunnen worden gekwalificeerd. Een dag is zomers als de maximumtemperatuur 25 graden of hoger is; van een tropische dag is sprake als de temperatuur de 30 graden aantikt.
Van de 26 hittegolven die sinds 1901 in Nederland werden gemeten, vond bijna de helft plaats in de afgelopen twintig jaar. Het KNMI is heel voorzichtig met het doen van voorspellingen over het aantal hittegolven dat Nederland in de toekomst te wachten staat.
""Maar de statistieken tonen wel aan dat de temperaturen over het algemeen stijgen"", legt woordvoerder Josine Camps uit. ""Dus de trend dat er met grote regelmaat hitterecords zullen worden gebroken, wordt naar verwachting wel doorgezet.""","[""'Kwetsbare inwoners waarschuwen met telefonische checks'"", 'KNMI: Statistieken tonen aan dat het warmer wordt']",,['https://media.nu.nl/m/gx6xqzdat5oa_wd854/rode-kruis-gemeenten-moeten-kwetsbare-mensen-voorbereiden-op-hitte.jpg'],True
29,Eerste regionale hittegolf van het jaar in noorden van Limburg,https://www.nu.nl/binnenland/5954430/eerste-regionale-hittegolf-van-het-jaar-in-noorden-van-limburg.html,True,"De eerste regionale hittegolf van het jaar is woensdag in het noorden van Limburg geregistreerd. Ook de komende dagen blijft het warm in dit gebied, meldt Weerplaza.
""Met wat geluk houdt de hittegolf tot in elk geval maandag aan"", aldus het weerbureau. ""De grote vraag is of morgen de 25 graden wordt gehaald. Er is ook een kleine kans dat de hittegolf na maandag ook nog doorloopt, maar dat is niet waarschijnlijk.""
Bij een hittegolf moet het zeker vijf dagen achtereen minstens 25 graden worden. Op drie van die dagen moet het daarnaast tropisch warm zijn, oftewel minstens 30 graden.
Het meetstation in het Noord-Limburgse Arcen heeft vlak voor het middaguur een temperatuur van ruim 25 graden geregistreerd. Dit is de enige plek waar woensdag een hittegolf kan worden genoteerd, omdat dit station zaterdag als enige in het land al een temperatuur van 25 graden mat.
Volgens Weerplaza zullen de meetstations in Volkel (Noord-Brabant) en Hupsel (Gelderland) donderdag mogelijk ook temperaturen boven de 25 graden registreren. Het is nog niet zeker of hier ook regionale hittegolven worden genoteerd, omdat de wind van zee voor verkoeling zal zorgen.
De kans op een landelijke hittegolf is volgens Weerplaza momenteel erg klein. In de afgelopen drie dagen is het in De Bilt telkens warmer geweest dan 25 graden, twee keer met maxima boven de 30 graden.
Vanwege de aanhoudende hitte geldt al enkele dagen code geel voor een groot deel van Nederland. De waarschuwing van het KNMI is alleen niet van kracht voor de kustprovincies. De code geel geldt tot woensdagavond. Het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) heeft het Nationaal Hitteplan voor het midden, zuiden en oosten van het land geactiveerd.",['Mogelijk meer regionale hittegolven'],,['https://media.nu.nl/m/3d5xo7ha6ubk_wd854/eerste-regionale-hittegolf-van-het-jaar-in-noorden-van-limburg.jpg'],True
30,RIVM trekt Nationaal Hitteplan in na temperatuurdaling,https://www.nu.nl/binnenland/5403809/rivm-trekt-nationaal-hitteplan-in-temperatuurdaling.html,True,"Het Nationaal Hitteplan van gezondheidsinstituut RIVM is weer ingetrokken nu de temperaturen zijn gedaald. De maatregel gold voor de provincies Limburg, Noord-Brabant, Gelderland, Utrecht, Overijssel en Drenthe.

 
Het hitteplan ging donderdag in tijdens de tweede hittegolf van deze zomer. De maatregel is vooral een waarschuwing voor de gevolgen van extreem hoge temperaturen en een oproep om extra goed te zorgen voor kwetsbare mensen, zoals ouderen en chronisch zieken.
Het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) trekt woensdag ook de waarschuwing voor smog door ozon in.
Eerder deze week waarschuwde het instituut voor een slechte luchtkwaliteit door ophoping van vervuiling op zonnige dagen met weinig wind.
Door de hitte kampt Nederland al enkele weken met grote droogte. De regenbuien die deze week vallen, maken daar geen einde aan. ''We hebben twee tot drie maanden typisch Nederlands weer nodig om de watervoorraad aan te vullen'', aldus directeur-generaal Michèle Blom van Rijkswaterstaat woensdag.
De maatregelen die de waterschappen hebben getroffen, blijven vooralsnog van kracht. Verschillende waterschappen in poldergebieden waarschuwen voor wateroverlast door plotselinge plensbuien.
De grond is door de droogte en hitte keihard geworden. Regen zakt niet in de bodem, maar loopt meteen riolen en watergangen in. Als het nodig is, komen er pompen om een plaatselijk wateroverschot te bestrijden.
''Een flinke regenbui is nu een druppel op een gloeiende plaat'', zegt het waterschap Wetterskip Fryslân. Het voordeel van een bui is wel dat boeren dan geen water uit de sloot nodig hebben om te sproeien. In de provincies rondom het IJsselmeer vullen de waterschappen de sloten met water uit dat meer.
De waterstand van het IJsselmeer, het belangrijkste zoetwaterreservoir van Nederland, daalt nog steeds. Dit komt doordat de Rijn en de IJssel onvoldoende water aanvoeren. De grote rivieren hebben veel regen in Duitsland en Zwitserland nodig om weer op peil te komen.
Waterschappen in het oosten van het land houden er rekening mee dat er ondanks regenbuien nog meer maatregelen nodig zijn om de droogte te bestrijden. De hoge zandgronden in Twente en de Achterhoek horen bij de droogste gebieden van Nederland. De hittegolf houdt daar al 28 dagen aan.​
In grote delen van het land heeft het in de nacht van dinsdag op woensdag flink geregend. Woensdag is het wisselend bewolkt en kan er nog een bui vallen. In de middag klaart het op. De komende dagen kan het ook gaan regenen.
Wil jij elke ochtend direct weten wat je 's nachts gemist hebt en wat er die dag gaat gebeuren? Abonneer je dan nu op onze Dit wordt het nieuws-nieuwsbrief!","['Aanvullen watervoorraad duurt zeker drie maanden', 'Waterstand IJsselmeer blijft dalen']",,['https://media.nu.nl/m/d42xkykapmb6_wd854/rivm-trekt-nationaal-hitteplan-in-na-temperatuurdaling.jpg'],True
31,Ouderenbond noemt Nationaal Hitteplan RIVM overdreven,https://www.nu.nl/binnenland/5380220/ouderenbond-noemt-nationaal-hitteplan-rivm-overdreven.html,True,"Gezondheidsinstituut RIVM overdrijft door na een paar warme zomerdagen meteen een hitteplan uit de kast te halen, zegt een woordvoerder van de seniorenorganisatie ANBO.
""Al die paniekverhalen. Het is toch logisch dat je vandaag geen winterjas aantrekt?"", stelt ze.
Het RIVM activeerde maandag het Nationaal Hitteplan, met tips en adviezen om koel te blijven tijdens de tropische dagen.
""Maar wat staat er nou eigenlijk in dat je nog niet wist? Dat je voldoende water moet drinken, goed moet smeren, de schaduw moet opzoeken en goed moet zorgen voor kwetsbare ouderen? Professionals in verzorgingstehuizen doen dat natuurlijk al lang. En ouderen hebben ook wel vaker warme zomers meegemaakt"", aldus de woordvoerder.
Zij vindt het ook overbodig dat het Rode Kruis dinsdag bij bejaardentehuizen langsgaat om ouderen op de risico's van de hitte te wijzen. ""Ik hoop dat ze mijn ouders van in de tachtig overslaan. Die gaan er vandaag lekker met de fiets op uit.""
Het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) roept mensen op om extra goed voor kwetsbare mensen, zoals ouderen, chronisch zieken, mensen met overgewicht en mensen in verzorgingshuizen, te zorgen.
""Extra alertheid kan gezondheidsproblemen door het warme weer beperken. Ook de zonkracht is de komende dagen hoog. De huid kan dan binnen vijftien minuten verbranden"", waarschuwt het gezondheidsinstituut.
Het RIVM is het oneens met kritiek. Een woordvoerder wijst erop dat het hitteplan in 2007 is ingevoerd, naar aanleiding van het hoge aantal doden onder ouderen in voorgaande jaren. ''Jaarlijks overlijden er honderden ouderen aan de gevolgen van de hitte, vooral 85-plussers. Als het één week één graad warmer is dan normaal, dan sterven er dertig mensen extra'', stelt hij.
Volgens hem is er nu wel degelijk een groep kwetsbare ouderen die extra aandacht nodig heeft. ''Dat kunnen bijvoorbeeld mensen zijn die wat minder redzaam zijn, waarvan de mantelzorgers bijvoorbeeld nu op vakantie zijn. Niet voor iedereen is het prettig om deze temperaturen te ervaren''.
Door te communiceren over de warmte, komt er volgens het instituut meer bewustzijn over de gezondheidsrisico's.
Het KNMI heeft maandagmiddag code geel afgekondigd in verband met de aanhoudende hitte. De weercode houdt verband met het Nationaal Hitteplan. De maximumtemperaturen liggen maandag tussen 25 graden op de Wadden en 30 graden in het zuidoosten en dinsdag tussen 27 en 33 graden. In de nacht van maandag op dinsdag komt de minimumtemperatuur op veel plaatsen niet beneden de 17 graden, aldus het weerinstituut.
Volgens het RIVM zouden mensen lichamelijke inspanningen in de middag moeten beperken. Ook zouden ze de woning koel moeten houden met zonwering, ventilators of airconditioning. Daarnaast adviseert het RIVM om voldoende te drinken, dunne kleding te dragen en goed tegen de zon te beschermen.
De kans is reëel dat er binnen een paar dagen sprake is van een officiële hittegolf. Als het deze week tot een hittegolf komt, is dat de 25e sinds 1901. In dat jaar begon het KNMI met het bijhouden van weerstatistieken.
Volgens de richtlijnen is er sprake van een hittegolf bij een opeenvolging van minimaal vijf zomerse dagen (maximumtemperatuur 25 graden Celsius of hoger), waarvan er minimaal drie tropisch (maximumtemperatuur 30 graden of hoger) zijn. Die dagen moeten gemeten zijn in De Bilt, de vestigingsplaats van het KNMI.
De eerste gemeten hittegolf duurde van 8 tot en met 14 augustus 1911. De hoogste temperatuur toen was 33 graden. De langste hittegolven deden zich voor in 1975 en 1976 en duurden respectievelijk achttien en zeventien dagen.
Wil jij elke ochtend direct weten wat je 's nachts gemist hebt en wat er die dag gaat gebeuren? Abonneer je dan nu op onze Dit wordt het nieuws-nieuwsbrief!","['Rode Kruis', 'Overlijden', 'Code geel', 'Hittegolf']",,['https://media.nu.nl/m/x5cx8xhaky5x_wd854/ouderen-op-vakantie.jpg'],True
32,Code geel voor vrijwel hele land vanwege onweersbuien,https://www.nu.nl/binnenland/5403311/code-geel-vrijwel-hele-land-vanwege-onweersbuien.html,True,"Het KNMI heeft voor bijna het hele land code geel afgegeven wegens kans op onweer. Alleen voor de Waddeneilanden, Groningen en Friesland geldt de waarschuwing niet.
Lokaal kan het in de avond en nacht onweren. Dat gaat mogelijk gepaard met zware windstoten van 60 tot 80 kilometer per uur. De onweersbuien trekken vanuit het zuiden over het land. Dat kan gepaard gaan met veel regen.
In de provincies Drenthe, Overijssel, Gelderland, Utrecht en Noord-Brabant is bovendien het Nationale Hitteplan nog actief.
Op veel plaatsen blijft het warm in de nacht, met temperaturen tussen de 19 en 23 graden.
Woensdag wordt een overgang naar minder warm weer verwacht. Het wordt wisselend bewolkt en er kan lokaal nog een bui vallen, meldt Weerplaza. In het zuidoosten en oosten kan het kwik desondanks oplopen tot 29 graden.
Wil jij elke ochtend direct weten wat je 's nachts gemist hebt en wat er die dag gaat gebeuren? Abonneer je dan nu op onze Dit wordt het nieuws-nieuwsbrief!",[],,['https://media.nu.nl/m/e66xiqjaajd0_wd854/dreigende-onweer-lucht.jpg'],True
33,RIVM waarschuwt voor smog in het zuidoosten,https://www.nu.nl/binnenland/5395334/rivm-waarschuwt-smog-in-zuidoosten.html,True,"Het zuidoosten van Nederland krijgt donderdag en vrijdag mogelijk te maken met smog. Lokaal kan de luchtkwaliteit hier slecht worden, waarschuwt gezondheidsorganisatie Rijksinstituut voor Volksgezondheid en Milieu (RIVM).
Mensen die gevoelig voor smog zijn, krijgen het advies om binnen te blijven en zware lichamelijke inspanning te beperken. Dat geldt vooral in de namiddag en vroege avond, omdat de lucht dan het meest verontreinigd is.
Vanwege de aanhoudende tropische temperaturen nemen de ozonconcentraties toe. In de oostelijke en zuidelijke provincies kan het donderdag en vrijdag lokaal 35 graden worden. Het KNMI heeft code geel afgegeven vanwege de hitte.
Het RIVM besloot vorige week het Nationaal Hitteplan in te stellen vanwege het aanhoudend warme weer. Donderdag werd het hitteplan wederom ingesteld voor de provincies Limburg, Noord-Brabant, Gelderland, Utrecht, Overijssel en Drenthe.
Smog door ozon ontstaat bij ophoping van luchtvervuiling op zonnige dagen. Dat kan tot luchtwegklachten, zoals hoesten en kortademigheid, verergering van astmaklachten en een slechtere longfunctie leiden. Ook kan irritatie aan ogen, neus en keel voorkomen.",[],,['https://media.nu.nl/m/cpfxxfpan9fg_wd854/rivm-waarschuwt-voor-smog-in-het-zuidoosten.jpg'],True
34,Langste regionale hittegolf ooit gemeten in Deelen en Gilze-Rijen,https://www.nu.nl/binnenland/5396474/langste-regionale-hittegolf-ooit-gemeten-in-deelen-en-gilze-rijen.html,True,"Nog nooit duurde een regionale hittegolf zo lang als dit jaar. Weerstations in het Gelderse Deelen en het Brabantse Gilze-Rijen passeerden volgens Weeronline en Weerplaza om 09.10 uur als eerste de grens van 25 graden, waarmee het daar officieel de 23e dag van de regionale hittegolf is.
Andere weerstations in Limburg, Noord-Brabant, Gelderland en Twente kan een record vrijdag volgens Weeronline niet ontgaan. Vrijdagmiddag wordt het er 33 tot zeer lokaal 36 graden. Tot vrijdag was de regionale hittegolf van 10 tot en met 31 juli 1994 in Arcen met 22 dagen de langste die ooit werd gemeten in Nederland.
Welk weerstation uiteindelijk het lengterecord op zijn naam krijgt, is nog onduidelijk. Op alle weerstations in deze gebieden komen de maxima tot en met donderdag niet beneden de 25 graden uit, zo is de verwachting. Hierdoor duurt de hittegolf zeker 29 dagen. Daarna wordt het mogelijk minder warm.
Er is sprake van een nationale hittegolf als er in de Utrechtse plaats De Bilt vijf zomerse dagen op rij zijn (maxima 25 graden of hoger), waarvan er minimaal drie tropisch zijn (30 graden of hoger).
Een record wat betreft de lengte van de nationale hittegolf zit er overigens niet in. Afgelopen zaterdag werd het in De Bilt 24,2 graden, waarmee de hittegolf die toen aan de gang was ten einde kwam.
Wel kan er zaterdag sprake zijn van een tweede nationale hittegolf. De kans dat het dan in De Bilt 30 graden of meer wordt, is 50 procent. Sinds zondag werd het in De Bilt dagelijks 25 graden of meer en maandag werd het er al tropisch warm met 30,6 graden. Vrijdag zal het in de Utrechtse plaats naar verwachting 31 graden worden.
Vanwege de hoge temperaturen voor de komende dagen is het hitteplan geactiveerd voor de provincies Limburg, Noord-Brabant, Gelderland, Utrecht, Overijssel en Drenthe. Het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) roept op extra goed voor kwetsbare mensen te zorgen.",['Hitteplan geactiveerd voor delen Nederland'],,['https://media.nu.nl/m/h5qxrbkar4n6_wd854/langste-regionale-hittegolf-ooit-gemeten-in-deelen-en-gilze-rijen.jpg'],True
35,RIVM activeert Nationaal Hitteplan om aanhoudend warm weer,https://www.nu.nl/binnenland/5378435/rivm-activeert-nationaal-hitteplan-aanhoudend-warm-weer.html,True,"Door de komst van aanhoudend warm weer is maandag het Nationaal Hitteplan geactiveerd. Het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) roept mensen op extra goed te zorgen voor kwetsbare mensen.
Die kwetsbare mensen zijn volgens het RIVM onder andere ouderen, chronisch zieken, mensen met overgewicht en mensen in verzorgingshuizen. ''Extra alertheid kan gezondheidsproblemen door het warme weer beperken"", waarschuwt het gezondheidsinstituut.
Het RIVM waarschuwt ook voor de hoge zonkracht de komende dagen. Die ligt de komende dagen rond de 7. ""De huid kan binnen vijftien minuten verbranden"", aldus het RIVM. 
Volgens de voorspellingen van het KNMI loopt de temperatuur de komende dagen op tot rond de 30 graden. Ook 's nachts wordt het niet veel kouder dan een graad of 20. Het RIVM laat het hitteplan ingaan bij aanhoudend warm weer, met maximumtemperaturen boven de 27 graden.
Het KNMI heeft code geel afgegeven vanwege de hitte. De waarschuwing geldt voor het hele land, behalve voor de Waddeneilanden. Volgens het KNMI wordt het op die eilanden maandag maximaal 25 graden. ""Het zou kunnen dat we dinsdag besluiten om ook voor de Waddeneilanden ook code geel af te geven"", aldus een woordvoerder van het KNMI.
Volgens het instituut zouden mensen lichamelijke inspanningen in de middag moeten beperken. Ook zouden ze de woning koel moeten houden met zonwering, ventilators of airconditioning. Daarnaast adviseert het RIVM om voldoende te drinken, dunne kleding te dragen en de huid goed te beschermen tegen de zon.
Volgens een woordvoerder van het KNMI gaat de temperatuur vanaf dinsdag omhoog en houdt die warmte ""in ieder geval tot vrijdag aan"". Of het ook daadwerkelijk een hittegolf wordt is nog niet ""met 100 procent zekerheid te zeggen"", aldus de woordvoerder. ""Vaak is dat ook pas achteraf te zeggen.""
Van een landelijke hittegolf wordt gesproken als de maximumtemperatuur in de De Bilt minimaal 25 graden is. Daarnaast moet de temperatuur in De Bilt op drie dagen minimaal 30 graden zijn.
Op de Tilburgse kermis worden maatregelen genomen vanwege de hitte. Op meer dan tien punten worden watertappunten geplaatst. ""De tappunten staan op plekken waar veel mensen samenkomen en daar kan gratis water worden getapt"", zegt een woordvoerder van de gemeente Tilburg.
Daarnaast geeft de gemeente Tilburg bezoekers van de kermis het advies om een fles met water mee te nemen, de schaduw op te zoeken en voldoende zonnebrandcrème te smeren.
Roze Maandag is traditioneel de drukste dag van de jaarlijkse kermis.
De organisatie van de Drentse Fietsvierdaagse die dinsdag begint, zorgt er ook voor dat er bij de start extra water voorradig is. ""Maar de vierdaagse gaat gewoon door"", zegt Jan Broertjes, voorzitter van de stichting die de Drentse fietsvierdaagse organiseert.
Aan het fietsevenement doen veel ouderen mee, maar volgens Broertjes zijn dat ""heel vitale"" ouderen. ""Veel deelnemers rijden ook op een e-bike, dus de inspanningen vallen dan mee. Daarnaast kan je beter rustig fietsen in de bossen dan thuis op een balkon zitten.""
De Twentse Rolstoelvierdaagse die dinsdag zou beginnen, gaat niet door. ""De continue aanhoudende warmte, hoge luchtvochtigheid, veel zonuren en weinig wind in combinatie met de grote inspanning die geleverd moet worden door minder valide mensen, maakt het niet verantwoord de vierdaagse door te laten gaan"", aldus de organisatie.
Het bestuur van de Stichting Twentse Sportbelangen zegt het besluit te betreuren, maar kon na intensief overleg niet anders beslissen. In 2013 werd de vierdaagse ook afgelast door te hoge temperaturen.
Wil jij elke ochtend direct weten wat je 's nachts gemist hebt en wat er die dag gaat gebeuren? Abonneer je dan nu op onze Dit wordt het nieuws-nieuwsbrief!","['Code geel', 'Maatregelen', 'Drentse Fietsvierdaagse', 'Twentse Rolstoelvierdaagse']",,['https://media.nu.nl/m/nupxe8saz4ci_wd854/rivm-activeert-nationaal-hitteplan-om-aanhoudend-warm-weer.jpg'],True
